Religious_Place,Country,Date,visitor_count,crowd_level,Public_Holiday,Past Crowd Levels
Tanah Lot,Indonesia,2042-02-24,2114,Medium,Yes,3352
Uluwatu Temple,Indonesia,2030-02-17,4001,Low,Yes,2993
Paro Taktsang (Tiger’s Nest),Bhutan,2019-01-26,4109,Low,No,3116
Punakha Dzong,Bhutan,2045-03-22,3432,Medium,No,2727
Tashichho Dzong,Bhutan,2037-07-04,2286,Low,No,2830
Gangteng Monastery,Bhutan,2034-03-11,4324,Low,No,3287
St. Joseph’s Cathedral,Philippines,2041-07-11,924,High,No,2301
Manila Cathedral,Philippines,2031-02-28,3638,High,No,3359
Quiapo Church,Philippines,2042-09-27,2449,Low,No,1988
San Agustin Church,Philippines,2040-07-22,1983,Low,Yes,3274
St. Michael’s Cathedral,Liechtenstein,2040-01-10,4710,High,Yes,2431
Vaduz Cathedral,Liechtenstein,2045-01-05,2302,Medium,Yes,2621
Church of St. Peter,Luxembourg,2028-12-07,4394,Low,Yes,3937
Notre-Dame Cathedral,Luxembourg,2044-05-18,1202,High,No,1339
St. Nicholas Church,Monaco,2036-02-05,3541,High,No,145
Saint Nicholas Cathedral,Monaco,2032-07-25,3889,Low,No,1764
St. John’s Co-Cathedral,Malta,2037-06-29,1599,High,No,530
Rotunda of Mosta,Malta,2024-08-18,3149,Medium,Yes,275
St. Paul’s Cathedral,Malta,2033-05-06,2261,Medium,Yes,920
St. George’s Basilica,Malta,2022-10-17,4889,Low,Yes,1679
St. John’s Church,Latvia,2042-11-27,1107,High,Yes,3330
Riga Cathedral,Latvia,2044-11-02,3830,High,No,2422
St. Peter’s Church,Latvia,2018-12-05,2694,Medium,No,3967
Church of St. Mary,Latvia,2041-01-07,608,Medium,No,858
Vilnius Cathedral,Lithuania,2021-09-03,2129,Low,No,2106
Kaunas Cathedral,Lithuania,2044-05-11,1015,High,No,400
St. Anne’s Church,Lithuania,2039-11-09,1428,Medium,No,1740
Church of St. Casimir,Lithuania,2027-12-20,524,Low,No,3765
Hallgrímskirkja,Iceland,2018-11-26,2037,Medium,No,3082
Akureyri Church,Iceland,2042-05-23,3452,High,No,2388
Skálholt Cathedral,Iceland,2026-03-24,3341,Low,No,1141
Reykjavík Cathedral,Iceland,2037-01-21,4086,Low,No,6
St. Olaf’s Church,Norway,2029-03-14,3334,High,No,3522
Nidaros Cathedral,Norway,2024-05-11,3361,Low,No,971
Borgund Stave Church,Norway,2036-04-03,4215,Low,No,1527
Heddal Stave Church,Norway,2037-03-11,2393,Low,No,2232
St. Giles Cathedral,Scotland,2029-06-29,3220,Medium,Yes,3505
Rosslyn Chapel,Scotland,2027-09-20,549,High,Yes,3811
Dunblane Cathedral,Scotland,2040-11-24,4594,High,Yes,1925
St. Magnus Cathedral,Scotland,2029-07-05,1488,Low,Yes,3575
Christ Church Cathedral,Ireland,2043-09-18,3490,Low,Yes,1057
St. Patrick’s Cathedral,Ireland,2042-09-09,4534,High,No,2865
St. Colman’s Cathedral,Ireland,2034-12-08,2799,High,No,3330
St. Canice’s Cathedral,Ireland,2022-06-28,2297,High,No,2121
Alexander Nevsky Cathedral,Bulgaria,2018-03-02,691,Medium,No,1942
Rila Monastery,Bulgaria,2021-05-25,819,High,No,3878
Bachkovo Monastery,Bulgaria,2033-10-09,2050,Low,No,1209
Church of St. Sophia,Bulgaria,2032-01-24,1285,High,No,3266
Meteora Monasteries,Greece,2024-06-01,4909,High,No,985
Mount Athos Monasteries,Greece,2023-10-22,4027,Low,No,2485
Monastery of Hosios Loukas,Greece,2022-03-05,796,High,No,3765
Church of Panagia Paraportiani,Greece,2038-11-09,1526,High,No,3733
Church of St. George,Ethiopia,2018-06-03,928,Low,No,1876
Lalibela Rock-Hewn Churches,Ethiopia,2019-04-27,688,High,No,2973
Debre Berhan Selassie Church,Ethiopia,2034-10-06,2361,Low,No,2743
Holy Trinity Cathedral,Ethiopia,2039-01-05,3420,High,No,297
St. Mary of Zion,Ethiopia,2037-06-11,2632,High,No,1926
Basilica of Our Lady of Peace,Ivory Coast,2022-10-29,1904,Medium,Yes,2768
Great Mosque of Djenné,Mali,2039-02-15,1951,Low,Yes,1
Mosque of Touba,Senegal,2043-02-01,1480,Low,Yes,2644
Great Mosque of Kairouan,Tunisia,2038-06-24,4666,Low,Yes,2392
Abu Simbel Temple,Egypt,2035-01-04,1414,High,Yes,3977
Mosque of Muhammad Ali,Egypt,2031-04-16,4210,Medium,Yes,1509
St. Catherine’s Monastery,Egypt,2025-06-04,2664,Medium,No,2558
Al-Azhar Mosque,Egypt,2036-07-11,1293,Low,No,574
Jokhang Monastery,Tibet (China),2029-05-13,4416,Medium,No,1275
Potala Palace,Tibet (China),2021-08-26,4861,Low,No,1877
Ramoche Monastery,Tibet (China),2040-12-09,4753,Medium,No,1713
Drepung Monastery,Tibet (China),2043-12-06,3509,Medium,No,593
Tashilhunpo Monastery,Tibet (China),2044-10-22,4048,Medium,No,1405
Shaolin Temple,China,2043-03-13,2611,High,No,1107
Temple of Heaven,China,2028-07-17,2878,Low,No,1035
White Horse Temple,China,2040-11-01,823,High,No,1413
Lingyin Temple,China,2029-04-17,1458,High,No,1632
Todaiji Temple,Japan,2042-10-06,4248,Medium,No,2479
Fushimi Inari Taisha,Japan,2031-02-10,4025,Low,Yes,2866
Kiyomizu-dera,Japan,2025-11-06,1636,Low,Yes,2395
Itsukushima Shrine,Japan,2021-10-18,1193,High,Yes,1029
Shwedagon Pagoda,Myanmar,2034-04-08,2186,Low,Yes,1556
Mahamuni Buddha Temple,Myanmar,2026-05-26,878,High,Yes,2962
Bagan Temples,Myanmar,2043-01-09,4556,High,Yes,567
Borobudur,Indonesia,2027-12-09,2059,Low,No,3046
Prambanan,Indonesia,2044-02-12,2055,Medium,No,75
Tanah Lot,Indonesia,2042-09-22,3193,High,No,184
Uluwatu Temple,Indonesia,2026-04-17,3376,High,No,600
Paro Taktsang (Tiger’s Nest),Bhutan,2026-02-17,3134,Medium,No,1133
Punakha Dzong,Bhutan,2041-09-03,4909,High,No,2097
Tashichho Dzong,Bhutan,2034-10-20,3944,Low,No,2441
Gangteng Monastery,Bhutan,2042-02-05,2094,Low,No,963
St. Joseph’s Cathedral,Philippines,2029-09-03,2290,Medium,No,3749
Manila Cathedral,Philippines,2019-10-08,2860,High,No,3517
Quiapo Church,Philippines,2044-08-29,2194,Medium,No,2866
San Agustin Church,Philippines,2023-09-06,3573,Low,No,1456
Batu Caves Temple,Malaysia,2018-12-08,4201,High,No,1945
Kek Lok Si Temple,Malaysia,2040-01-07,2094,High,Yes,2303
Thean Hou Temple,Malaysia,2022-06-11,3958,High,Yes,3962
Sri Mahamariamman Temple,Malaysia,2037-07-21,772,Medium,Yes,2764
Sultan Omar Ali Saifuddin Mosque,Brunei,2033-11-14,3955,Low,Yes,975
Jame’ Asr Hassanil Bolkiah Mosque,Brunei,2037-09-02,3585,Medium,Yes,78
St. Michael’s Church,Germany,2040-07-16,1857,Medium,Yes,2333
Cologne Cathedral,Germany,2032-12-28,1896,Medium,No,3503
Speyer Cathedral,Germany,2043-07-22,750,Medium,No,1724
Regensburg Cathedral,Germany,2018-03-16,2163,High,No,1640
Notre-Dame de Reims,France,2041-08-21,3494,Medium,No,3466
Amiens Cathedral,France,2043-06-29,2557,Medium,No,3030
Chartres Cathedral,France,2023-08-14,4890,Medium,No,1222
Mont Saint-Michel Abbey,France,2024-12-16,3652,Low,No,3039
Basilica of Saint Anthony,Italy,2021-07-25,2441,Low,No,1574
San Miniato al Monte,Italy,2034-02-03,680,High,No,3789
Santa Maria in Trastevere,Italy,2038-03-05,3694,Low,No,3561
Basilica of Saint John Lateran,Italy,2021-07-28,3756,Low,No,3929
St. Stephen’s Cathedral,Austria,2041-01-28,1271,Low,No,1164
Melk Abbey,Austria,2043-02-14,709,High,No,2396
Klagenfurt Cathedral,Austria,2025-02-12,3599,Low,No,989
Graz Cathedral,Austria,2025-01-17,2716,Medium,No,2842
Esztergom Basilica,Hungary,2026-09-22,2830,High,No,3307
Matthias Church,Hungary,2025-07-31,2959,High,No,1362
Pannonhalma Archabbey,Hungary,2031-03-25,4516,Low,Yes,3941
Szeged Votive Church,Hungary,2029-07-25,4733,Medium,Yes,937
St. Nicholas Church,Slovakia,2044-08-25,4007,Low,Yes,1183
Bratislava Cathedral,Slovakia,2023-10-08,2686,High,Yes,1524
St. Martin’s Cathedral,Slovakia,2025-05-03,971,High,Yes,1633
Church of St. Elizabeth,Slovakia,2021-10-19,4641,High,Yes,1829
St. Olaf’s Church,Norway,2042-09-04,2060,Medium,Yes,38
Nidaros Cathedral,Norway,2044-09-04,1290,High,No,770
Borgund Stave Church,Norway,2037-05-24,1343,Low,No,3065
Heddal Stave Church,Norway,2021-07-03,3606,Low,No,1216
Hallgrímskirkja,Iceland,2020-03-15,2336,Low,No,562
Akureyri Church,Iceland,2022-04-05,3341,Low,No,1258
Skálholt Cathedral,Iceland,2044-03-14,4590,Low,No,1013
Reykjavik Cathedral,Iceland,2030-07-03,2777,High,No,354
St. Giles Cathedral,Scotland,2044-09-14,3901,High,No,2865
Rosslyn Chapel,Scotland,2031-04-04,1790,Medium,No,808
Dunblane Cathedral,Scotland,2027-11-04,4341,High,No,98
St. Magnus Cathedral,Scotland,2034-07-11,1774,Medium,No,3813
Christ Church Cathedral,Ireland,2036-10-05,2102,Low,No,3613
St. Patrick’s Cathedral,Ireland,2041-11-01,3314,Low,Yes,2149
St. Colman’s Cathedral,Ireland,2029-06-09,2751,Low,Yes,3369
St. Canice’s Cathedral,Ireland,2021-08-01,1532,High,Yes,486
Alexander Nevsky Cathedral,Bulgaria,2027-06-15,2161,High,Yes,569
Rila Monastery,Bulgaria,2028-02-13,3518,High,Yes,3906
Bachkovo Monastery,Bulgaria,2029-08-13,3933,Medium,Yes,3316
Church of St. Sophia,Bulgaria,2024-01-08,4652,Low,Yes,45
Meteora Monasteries,Greece,2042-07-20,2463,Medium,Yes,281
Mount Athos Monasteries,Greece,2030-02-12,2754,Low,No,1973
Monastery of Hosios Loukas,Greece,2034-11-03,2726,High,No,3907
Church of Panagia Paraportiani,Greece,2020-08-01,3444,High,No,2148
Church of St. George,Ethiopia,2020-04-02,3737,Medium,No,1292
Lalibela Rock-Hewn Churches,Ethiopia,2031-09-15,944,High,No,2926
Debre Berhan Selassie Church,Ethiopia,2036-02-08,3559,Medium,No,125
Holy Trinity Cathedral,Ethiopia,2040-11-17,1018,Medium,No,1660
St. Mary of Zion,Ethiopia,2033-05-21,549,Medium,No,2710
Basilica of Our Lady of Peace,Ivory Coast,2030-06-14,1402,Medium,No,165
Great Mosque of Djenné,Mali,2024-12-13,4434,High,No,2545
Mosque of Touba,Senegal,2032-04-04,4158,Medium,No,3777
Great Mosque of Kairouan,Tunisia,2044-04-11,4540,High,Yes,1781
Abu Simbel Temple,Egypt,2042-11-21,1573,High,Yes,2202
Mosque of Muhammad Ali,Egypt,2026-05-13,950,Medium,Yes,2251
St. Catherine’s Monastery,Egypt,2028-01-24,3581,Medium,Yes,2707
Al-Azhar Mosque,Egypt,2039-04-17,659,High,Yes,2661
Jokhang Monastery,Tibet (China),2037-10-06,2505,Low,Yes,2500
Potala Palace,Tibet (China),2036-05-28,1353,Medium,Yes,1532
Ramoche Monastery,Tibet (China),2027-01-14,3742,Low,No,1586
Drepung Monastery,Tibet (China),2027-01-24,1265,High,No,2573
Tashilhunpo Monastery,Tibet (China),2037-10-09,2282,High,No,3126
Shaolin Temple,China,2041-04-29,1742,Low,No,1810
Temple of Heaven,China,2034-04-21,2186,High,No,3451
White Horse Temple,China,2020-04-12,4903,Medium,No,3134
Lingyin Temple,China,2027-06-25,1970,Low,No,3850
Todaiji Temple,Japan,2038-12-05,4385,Medium,No,1276
Fushimi Inari Taisha,Japan,2018-02-24,2378,Medium,No,2218
Kiyomizu-dera,Japan,2027-06-14,3583,Low,No,150
Itsukushima Shrine,Japan,2035-04-07,3116,High,No,29
Shwedagon Pagoda,Myanmar,2022-01-21,3888,High,No,1264
Mahamuni Buddha Temple,Myanmar,2031-05-06,2113,High,No,2042
Bagan Temples,Myanmar,2040-01-04,1015,Low,No,1529
Borobudur,Indonesia,2027-02-18,964,Medium,No,272
Prambanan,Indonesia,2034-06-22,1888,Medium,No,2955
Tanah Lot,Indonesia,2031-06-28,3397,Medium,No,2675
Uluwatu Temple,Indonesia,2033-11-15,2245,Medium,No,980
Paro Taktsang (Tiger’s Nest),Bhutan,2045-02-23,3839,Low,Yes,2229
Punakha Dzong,Bhutan,2031-12-02,1797,Medium,Yes,3311
Tashichho Dzong,Bhutan,2036-03-12,3391,High,Yes,2320
Gangteng Monastery,Bhutan,2033-01-12,2067,Medium,Yes,1645
St. Joseph’s Cathedral,Philippines,2020-02-08,1653,Medium,Yes,2673
Manila Cathedral,Philippines,2023-08-28,1303,Low,Yes,1728
Quiapo Church,Philippines,2044-03-28,4301,Low,Yes,2431
San Agustin Church,Philippines,2038-01-07,1733,Low,No,179
St. Joseph’s Cathedral,Austria,2041-03-18,887,Medium,No,1302
Melk Abbey,Austria,2030-05-22,3021,Low,No,923
St. Stephen’s Cathedral,Austria,2025-06-10,1850,Medium,No,3253
Klagenfurt Cathedral,Austria,2023-09-11,2884,High,No,3271
Notre-Dame Cathedral,France,2042-05-29,1426,Low,No,1261
Chartres Cathedral,France,2020-08-09,4947,High,No,1740
Reims Cathedral,France,2040-01-24,4282,High,No,2993
Amiens Cathedral,France,2024-10-18,2591,Low,No,3747
Cologne Cathedral,Germany,2022-10-26,3587,Medium,No,3352
Speyer Cathedral,Germany,2030-02-09,4904,Low,No,3169
Regensburg Cathedral,Germany,2036-05-10,2070,High,No,383
Ulm Minster,Germany,2032-03-10,4032,Medium,No,2947
St. Michael’s Church,Germany,2041-05-13,4541,Medium,No,3331
St. Nicholas Church,Monaco,2028-02-19,4710,Medium,No,260
Saint Nicholas Cathedral,Monaco,2029-08-14,2958,Low,Yes,3398
St. Peter’s Church,Luxembourg,2019-11-20,4295,High,Yes,1834
Notre-Dame Cathedral,Luxembourg,2027-05-26,2464,High,Yes,129
St. John’s Co-Cathedral,Malta,2031-07-16,2036,Low,Yes,3138
Rotunda of Mosta,Malta,2020-08-24,2516,Low,Yes,1414
St. Paul’s Cathedral,Malta,2044-03-12,4822,Low,Yes,692
St. George’s Basilica,Malta,2025-06-06,3793,High,No,516
Hallgrímskirkja,Iceland,2031-01-10,2556,High,No,3554
Akureyri Church,Iceland,2044-05-12,4196,High,No,1021
Skálholt Cathedral,Iceland,2035-04-22,4630,High,No,1353
Reykjavik Cathedral,Iceland,2034-05-12,2197,Low,No,3161
St. Olaf’s Church,Norway,2027-10-13,2124,High,No,2990
Nidaros Cathedral,Norway,2032-07-05,1721,High,No,1679
Borgund Stave Church,Norway,2023-06-14,3796,High,No,2578
Heddal Stave Church,Norway,2021-04-20,1273,Medium,No,1636
St. Giles Cathedral,Scotland,2031-08-12,4873,Medium,No,2990
Rosslyn Chapel,Scotland,2036-07-28,1293,Medium,No,2043
Dunblane Cathedral,Scotland,2027-11-10,4238,High,No,1051
St. Magnus Cathedral,Scotland,2035-10-09,2162,Medium,No,1154
Christ Church Cathedral,Ireland,2041-07-28,781,Low,No,52
St. Patrick’s Cathedral,Ireland,2045-07-22,2244,Medium,No,2553
St. Colman’s Cathedral,Ireland,2040-02-05,1632,Low,No,2250
St. Canice’s Cathedral,Ireland,2041-06-26,1644,Medium,Yes,723
Alexander Nevsky Cathedral,Bulgaria,2039-10-31,1484,Medium,Yes,2264
Golden Temple,India,2022-06-14,4643,Medium,Yes,1684
Kaaba (Masjid al-Haram),Saudi Arabia,2019-06-21,2318,Medium,Yes,3092
Masjid an-Nabawi,Saudi Arabia,2042-01-01,4256,Medium,Yes,2745
Al-Aqsa Mosque,Palestine,2039-10-28,866,Medium,No,1957
Sheikh Zayed Grand Mosque,UAE,2029-07-14,538,Low,No,1895
Jama Masjid,India,2035-09-05,3742,Medium,No,1350
Badshahi Mosque,Pakistan,2027-08-09,1361,High,No,3556
Hassan II Mosque,Morocco,2040-12-24,4874,Medium,No,2775
Kashi Vishwanath Temple,India,2037-06-22,2216,Low,No,3404
Jagannath Temple,India,2025-06-01,4925,Medium,No,1429
Tirupati Balaji Temple,India,2031-10-11,2788,Medium,Yes,3327
Somnath Temple,India,2035-11-02,3285,Medium,Yes,3247
Meenakshi Amman Temple,India,2030-10-07,1107,Medium,Yes,1173
Akshardham Temple,India,2029-01-04,4127,Low,Yes,3558
Kedarnath Temple,India,2023-01-29,3828,Medium,No,359
Badrinath Temple,India,2044-01-12,4058,Low,No,1752
St. Peter’s Basilica,Vatican City,2025-11-12,908,High,No,463
Church of the Holy Sepulchre,Israel,2026-04-19,4462,Low,No,477
Notre Dame Cathedral,France,2022-07-04,1112,Low,Yes,2263
Basilica of Our Lady of Guadalupe,Mexico,2027-05-11,1007,Low,Yes,2186
St. Paul’s Cathedral,UK,2027-07-09,1090,Low,Yes,1469
Basilica of Bom Jesus,India,2044-05-19,3731,High,Yes,2114
Sagrada Familia,Spain,2022-11-28,1788,Medium,Yes,1226
Mahabodhi Temple,India,2028-05-25,2848,Low,Yes,2633
Shwedagon Pagoda,Myanmar,2027-03-23,2896,Medium,No,3836
Borobudur Temple,Indonesia,2037-09-14,2147,Medium,No,2722
Jokhang Temple,Tibet (China),2044-08-17,4135,Medium,No,3629
Wat Pho,Thailand,2031-12-28,1875,Medium,No,2468
Wat Arun,Thailand,2034-06-30,1706,Low,No,2797
Boudhanath Stupa,Nepal,2042-01-30,2294,Low,No,2739
Western Wall,Israel,2043-09-02,956,Low,No,1812
Hurva Synagogue,Israel,2018-05-07,4422,High,No,2537
Great Synagogue of Budapest,Hungary,2034-04-26,4396,Low,No,1639
Belz Great Synagogue,Israel,2028-08-12,1873,Low,No,1082
Gurudwara Bangla Sahib,India,2030-03-10,1527,Medium,No,1119
Hemkund Sahib Gurudwara,India,2037-07-27,1516,Medium,No,3954
Gurudwara Kartarpur Sahib,Pakistan,2027-09-02,3089,Low,No,1120
Shatrunjaya Hill (Palitana),India,2020-04-07,974,Medium,No,129
Dilwara Temples,India,2039-05-01,949,Medium,No,725
Ise Grand Shrine,Japan,2020-09-11,615,Medium,No,1320
Itsukushima Shrine,Japan,2039-04-24,4917,Low,No,3238
Fire Temple of Yazd,Iran,2024-09-09,1105,Medium,Yes,259
Atash Behram,India,2041-06-03,1943,Medium,Yes,1059
Lotus Temple,India,2018-12-12,3643,Low,Yes,2121
Baháʼí World Centre,Israel,2020-03-25,3298,Medium,Yes,550
Canterbury Cathedral,UK,2034-11-19,2197,Medium,Yes,3328
Cologne Cathedral,Germany,2033-10-28,3730,Medium,Yes,3641
Westminster Abbey,UK,2023-10-18,3636,Medium,Yes,189
Chartres Cathedral,France,2020-03-04,2597,Medium,No,3128
Mont Saint-Michel Abbey,France,2036-11-20,784,Medium,No,2463
Basilica of Saint Mark,Italy,2025-04-28,1172,Low,No,2193
Florence Cathedral (Duomo),Italy,2018-04-05,859,High,No,753
Milan Cathedral (Duomo),Italy,2029-07-27,3958,Low,No,2052
Saint Basil’s Cathedral,Russia,2028-04-14,3780,High,No,666
Christ the Redeemer,Brazil,2025-12-01,1036,Low,No,591
La Sagrada Família,Spain,2024-06-29,4627,High,No,1893
Salt Cathedral of Zipaquirá,Colombia,2043-12-05,4572,High,No,1109
Tsurugaoka Hachimangu Shrine,Japan,2026-11-03,2307,High,No,3980
Fushimi Inari Shrine,Japan,2039-07-13,3761,High,No,2807
Kiyomizu-dera Temple,Japan,2035-05-31,607,Medium,No,1188
Todaiji Temple,Japan,2043-05-27,533,Low,No,2339
Angkor Wat,Cambodia,2038-01-22,2690,Medium,No,3113
Bayon Temple,Cambodia,2034-07-04,3491,Low,Yes,683
Ta Prohm,Cambodia,2023-02-09,3789,Medium,Yes,3354
Haeinsa Temple,South Korea,2030-08-18,3763,Low,Yes,3029
Bulguksa Temple,South Korea,2025-03-30,4199,Medium,Yes,1441
Jokhang Monastery,Tibet (China),2024-02-22,4598,Low,Yes,1314
Tawang Monastery,India,2032-09-17,2183,High,No,3786
Rumtek Monastery,India,2024-05-25,2525,Low,No,37
Paro Taktsang (Tiger’s Nest),Bhutan,2020-08-08,3018,High,No,3852
Punakha Dzong,Bhutan,2021-01-25,3975,Low,No,296
Shikharji Temple,India,2024-01-14,1773,High,No,3403
Ranakpur Jain Temple,India,2019-02-24,2367,Medium,No,794
Shravanabelagola,India,2020-07-11,1101,High,No,889
Saint Catherine’s Monastery,Egypt,2041-09-26,4522,Low,No,2355
Hagia Sophia,Turkey,2032-10-22,1474,Low,No,2825
Suleymaniye Mosque,Turkey,2033-11-06,2147,High,No,1245
Blue Mosque (Sultan Ahmed),Turkey,2033-09-21,1621,Low,No,295
Eyüp Sultan Mosque,Turkey,2038-12-29,4367,Low,No,217
Al-Hussein Mosque,Egypt,2033-03-30,1525,Low,No,1052
Great Mosque of Djenné,Mali,2040-04-10,4643,High,No,1852
Umayyad Mosque (Damascus),Syria,2021-04-17,4565,High,No,2964
Quba Mosque,Saudi Arabia,2033-10-14,4296,High,No,3500
Imam Reza Shrine,Iran,2040-12-20,3186,High,Yes,2705
Fatima Masumeh Shrine,Iran,2023-05-25,3348,High,Yes,881
Shah Cheragh,Iran,2029-01-01,1882,High,Yes,3877
Kashi Vishalakshi Temple,India,2028-02-05,3541,Low,Yes,3781
Kamakhya Temple,India,2023-06-21,1030,Low,Yes,1851
Vaishno Devi Temple,India,2029-01-16,4414,Medium,Yes,3082
Amarnath Cave Temple,India,2021-06-02,2912,High,Yes,557
Padmanabhaswamy Temple,India,2024-01-02,1953,Low,No,1304
Ranganathaswamy Temple,India,2025-06-05,3028,High,No,3351
Jagatpita Brahma Temple,India,2023-12-31,3994,High,No,2138
Lingaraja Temple,India,2030-10-15,4207,High,No,2968
Chhatarpur Temple,India,2032-01-30,3174,Low,No,2724
ISKCON Temple (Vrindavan),India,2034-05-21,4787,High,No,639
Dakshineswar Kali Temple,India,2035-12-23,810,Medium,No,3397
Kalighat Kali Temple,India,2039-05-15,4929,Low,No,3662
Pashupatinath Temple,Nepal,2037-01-04,2247,Medium,No,2757
Ramanathaswamy Temple,India,2023-11-07,4884,High,No,1734
Dwarkadhish Temple,India,2020-12-01,4992,Low,No,753
Banke Bihari Temple,India,2019-08-24,4316,Low,No,67
ISKCON Temple (Delhi),India,2029-07-29,1422,Medium,No,3892
Jagannath Puri Gundicha Temple,India,2038-09-30,691,Medium,No,1586
Sabarimala Temple,India,2018-03-19,717,Low,No,1202
Konark Sun Temple,India,2038-08-30,4067,Low,No,1051
Mahakaleshwar Jyotirlinga,India,2025-12-08,2540,High,No,235
Omkareshwar Temple,India,2031-03-14,1501,High,Yes,3236
Trimbakeshwar Temple,India,2043-09-10,1444,High,Yes,614
Bhimashankar Temple,India,2035-07-24,2790,High,Yes,3189
Grishneshwar Temple,India,2042-10-26,1098,Low,Yes,3919
Nageshwar Jyotirlinga,India,2039-12-04,2063,High,Yes,3545
Baidyanath Temple,India,2032-12-21,3987,High,No,686
Mallikarjuna Temple,India,2034-04-18,1727,High,No,3106
Vishnupad Temple,India,2027-04-15,2246,Low,No,3536
Kalighat Shakti Peetha,India,2032-10-29,1028,Low,No,3784
Kanyakumari Amman Temple,India,2025-01-04,500,High,No,3095
Mookambika Temple,India,2040-05-07,4541,Low,No,2740
Udupi Sri Krishna Temple,India,2025-03-20,2805,Low,No,3726
Chidambaram Nataraja Temple,India,2032-05-23,819,Low,No,1076
Rameswaram Agnitheertham,India,2027-09-01,2118,Medium,No,818
Badrinath Mana Village Temple,India,2041-06-16,2481,Low,No,3266
Vaikom Mahadeva Temple,India,2023-03-24,1791,Low,No,3409
Guruvayur Temple,India,2018-08-24,4402,Low,No,592
Thrissur Vadakkumnathan Temple,India,2022-05-24,1579,High,No,812
Sri Ranganatha Swamy Temple,India,2039-11-11,1931,High,No,3888
Sripuram Golden Temple,India,2027-07-23,926,Medium,No,600
Kanchipuram Ekambareswarar Temple,India,2023-06-18,1629,High,Yes,2664
Kamnath Mahadev Temple,India,2025-09-25,4931,Low,Yes,3786
ISKCON Mayapur Temple,India,2043-08-24,3428,High,Yes,605
Hemis Monastery,India,2021-09-04,1383,High,Yes,935
Key Monastery,India,2041-04-22,686,Medium,Yes,1971
Thiksey Monastery,India,2022-06-08,2050,Low,No,2633
Spituk Monastery,India,2032-06-23,1426,Medium,No,1351
Namdroling Monastery,India,2023-08-23,1891,High,No,829
Tabo Monastery,India,2045-06-28,4450,Medium,No,1420
Ghoom Monastery,India,2024-01-29,1562,Low,No,2075
Rumtek Dharma Chakra Centre,India,2034-07-14,722,High,No,1898
Ralang Monastery,India,2018-09-18,1200,Low,No,2438
